Gene.ID	Chrom	Gene.Name	Biotype	SRR3133925_nodiff_rep1	SRR3133926_nodiff_rep2	SRR3133927_nodiff_rep3	SRR3133928_diff_rep1	SRR3133929_diff_rep2	SRR3133930_diff_rep3
ENSG00000058091	7	CDK14	protein_coding	903	910	867	1162	1064	864
ENSG00000157240	7	FZD1	protein_coding	493	427	408	613	668	588
ENSG00000127989	7	MTERF1	protein_coding	448	443	424	374	561	545
ENSG00000127914	7	AKAP9	protein_coding	3406	3129	3066	2345	3847	3785
ENSG00000001630	7	CYP51A1	protein_coding	194	190	133	291	496	397
ENSG00000285772	7	AC000120.2	protein_coding	0	0	0	0	0	0
ENSG00000285953	7	AC000120.3	protein_coding	0	0	0	0	0	0
ENSG00000240720	7	LRRD1	protein_coding	1	1	1	7	3	6
ENSG00000001631	7	KRIT1	protein_coding	357	326	334	281	384	379
ENSG00000001629	7	ANKIB1	protein_coding	3455	3270	3077	3480	4390	4324
ENSG00000157259	7	GATAD1	protein_coding	1579	1494	1313	2435	2332	2148
ENSG00000242950	7	ERVW-1	protein_coding	19	17	14	7	25	18
ENSG00000127980	7	PEX1	protein_coding	1273	1210	1182	1106	1393	1428
ENSG00000127993	7	RBM48	protein_coding	590	590	542	519	665	699
ENSG00000234545	7	FAM133B	protein_coding	294	264	270	194	294	347
ENSG00000105810	7	CDK6	protein_coding	8475	7914	8831	8416	14129	12601
ENSG00000205413	7	SAMD9	protein_coding	90	74	85	366	440	337
ENSG00000177409	7	SAMD9L	protein_coding	48	51	55	655	636	510
ENSG00000188175	7	HEPACAM2	protein_coding	4	2	1	3	6	7
ENSG00000004766	7	VPS50	protein_coding	1100	1057	957	1156	1431	1424
ENSG00000004948	7	CALCR	protein_coding	11	7	2	1	0	0
ENSG00000127928	7	GNGT1	protein_coding	6	3	2	7	6	14
ENSG00000105825	7	TFPI2	protein_coding	14363	11394	9840	17233	9558	11529
ENSG00000127920	7	GNG11	protein_coding	5750	4729	4361	4075	4927	5951
ENSG00000105829	7	BET1	protein_coding	708	587	627	653	671	665
ENSG00000164692	7	COL1A2	protein_coding	56	46	49	6	9	3
ENSG00000127995	7	CASD1	protein_coding	2771	2554	2531	1823	2452	2651
ENSG00000127990	7	SGCE	protein_coding	1427	1276	1213	2458	1884	1666
ENSG00000242265	7	PEG10	protein_coding	13077	11292	10597	10224	8881	8978
ENSG00000158528	7	PPP1R9A	protein_coding	1476	1352	1271	1134	1507	1366
ENSG00000005421	7	PON1	protein_coding	3	1	1	3	3	6
ENSG00000105852	7	PON3	protein_coding	0	0	0	1	1	2
ENSG00000105854	7	PON2	protein_coding	1375	1239	1106	3396	2558	2734
ENSG00000005981	7	ASB4	protein_coding	0	1	0	0	1	0
ENSG00000004799	7	PDK4	protein_coding	52	39	49	416	246	150
ENSG00000158560	7	DYNC1I1	protein_coding	78	57	68	1387	886	531
ENSG00000004864	7	SLC25A13	protein_coding	2851	2628	2493	2116	2674	2472
ENSG00000127922	7	SEM1	protein_coding	2979	2774	2640	4163	4059	4060
ENSG00000006377	7	DLX6	protein_coding	311	295	249	204	238	205
ENSG00000105880	7	DLX5	protein_coding	3	6	4	202	234	84
ENSG00000196636	7	SDHAF3	protein_coding	398	362	347	385	477	399
ENSG00000006128	7	TAC1	protein_coding	0	0	0	0	0	0
ENSG00000070669	7	ASNS	protein_coding	83	86	69	84	153	141
ENSG00000135175	7	OCM2	protein_coding	0	0	0	0	0	0
ENSG00000164715	7	LMTK2	protein_coding	2557	2506	2091	1544	2260	2178
ENSG00000180535	7	BHLHA15	protein_coding	13	20	13	28	48	50
ENSG00000205356	7	TECPR1	protein_coding	2434	2554	1851	1724	2351	2226
ENSG00000164713	7	BRI3	protein_coding	887	900	843	1622	1397	1232
ENSG00000006453	7	BAIAP2L1	protein_coding	256	252	224	237	407	290
ENSG00000106236	7	NPTX2	protein_coding	1829	1759	1555	1171	3579	2824
ENSG00000166448	7	TMEM130	protein_coding	394	418	357	945	876	971
ENSG00000196367	7	TRRAP	protein_coding	6988	6964	6021	3354	5977	5330
ENSG00000198742	7	SMURF1	protein_coding	1240	1217	1082	1324	1642	1607
ENSG00000185467	7	KPNA7	protein_coding	0	0	0	0	0	0
ENSG00000284292	7	AC004922.1	protein_coding	2	1	2	2	4	3
ENSG00000241685	7	ARPC1A	protein_coding	503	453	442	405	564	530
ENSG00000130429	7	ARPC1B	protein_coding	142	146	90	220	221	227
ENSG00000106244	7	PDAP1	protein_coding	8957	8629	7511	7872	9237	8923
ENSG00000106245	7	BUD31	protein_coding	1346	1327	1279	1308	1549	1517
ENSG00000106246	7	PTCD1	protein_coding	162	163	119	122	160	158
ENSG00000248919	7	ATP5MF-PTCD1	protein_coding	0	2	2	2	1	1
ENSG00000160917	7	CPSF4	protein_coding	2620	2588	2134	1716	2018	2005
ENSG00000241468	7	ATP5MF	protein_coding	2166	1995	1873	1776	2331	2281
ENSG00000198556	7	ZNF789	protein_coding	484	488	395	582	758	762
ENSG00000160908	7	ZNF394	protein_coding	728	732	687	691	951	915
ENSG00000196652	7	ZKSCAN5	protein_coding	1173	1107	1015	1308	1478	1459
ENSG00000221909	7	FAM200A	protein_coding	435	383	388	619	772	780
ENSG00000197343	7	ZNF655	protein_coding	2464	2394	2244	2263	3115	3173
ENSG00000272647	7	AC005020.2	protein_coding	3	0	1	1	2	0
ENSG00000244219	7	TMEM225B	protein_coding	13	11	11	19	9	10
ENSG00000197037	7	ZSCAN25	protein_coding	1192	1184	1000	858	1047	1171
ENSG00000106258	7	CYP3A5	protein_coding	122	93	112	161	183	177
ENSG00000160870	7	CYP3A7	protein_coding	0	1	1	0	3	6
ENSG00000282301	7	CYP3A7-CYP3A51P	protein_coding	0	0	0	0	0	0
ENSG00000160868	7	CYP3A4	protein_coding	1	0	0	0	0	1
ENSG00000021461	7	CYP3A43	protein_coding	0	0	0	0	0	0
ENSG00000244623	7	OR2AE1	protein_coding	0	0	0	0	0	0
ENSG00000146833	7	TRIM4	protein_coding	421	372	349	506	490	466
ENSG00000176402	7	GJC3	protein_coding	4	5	5	3	1	5
ENSG00000160862	7	AZGP1	protein_coding	11	4	2	23	11	10
ENSG00000106261	7	ZKSCAN1	protein_coding	6712	6279	5869	6103	8690	8133
ENSG00000166529	7	ZSCAN21	protein_coding	285	276	249	371	475	407
ENSG00000166526	7	ZNF3	protein_coding	1809	1854	1775	1762	2324	2227
ENSG00000168090	7	COPS6	protein_coding	3892	3641	3158	2980	3437	3371
ENSG00000166508	7	MCM7	protein_coding	12764	12961	11756	4287	7746	6986
ENSG00000221838	7	AP4M1	protein_coding	945	953	804	821	946	962
ENSG00000106290	7	TAF6	protein_coding	2382	2426	1996	2205	2571	2440
ENSG00000166997	7	CNPY4	protein_coding	742	739	649	1889	1147	1029
ENSG00000214309	7	MBLAC1	protein_coding	92	89	75	80	50	68
ENSG00000188186	7	LAMTOR4	protein_coding	1795	1612	1379	2917	2572	2348
ENSG00000146826	7	C7orf43	protein_coding	1215	1195	1015	1433	1419	1226
ENSG00000197093	7	GAL3ST4	protein_coding	276	277	219	1411	1526	1429
ENSG00000213420	7	GPC2	protein_coding	2961	2912	2332	3637	5251	4990
ENSG00000066923	7	STAG3	protein_coding	506	491	411	351	573	539
ENSG00000239521	7	CASTOR3	protein_coding	949	909	823	812	1075	1028
ENSG00000213413	7	PVRIG	protein_coding	44	55	41	19	45	44
ENSG00000214300	7	SPDYE3	protein_coding	344	369	340	308	355	378
ENSG00000121716	7	PILRB	protein_coding	240	236	201	122	135	156
ENSG00000085514	7	PILRA	protein_coding	26	25	23	38	45	34
ENSG00000078487	7	ZCWPW1	protein_coding	84	90	85	75	97	86
ENSG00000146834	7	MEPCE	protein_coding	1932	1909	1667	1301	1281	1296
ENSG00000160813	7	PPP1R35	protein_coding	631	607	531	668	629	689
ENSG00000185955	7	C7orf61	protein_coding	3	1	3	8	21	24
ENSG00000166925	7	TSC22D4	protein_coding	1153	1113	891	1287	1408	1133
ENSG00000166924	7	NYAP1	protein_coding	1072	1136	837	1319	1539	1377
ENSG00000106351	7	AGFG2	protein_coding	441	379	341	354	311	329
ENSG00000205307	7	SAP25	protein_coding	0	0	0	0	2	0
ENSG00000077454	7	LRCH4	protein_coding	566	552	439	384	528	525
ENSG00000106336	7	FBXO24	protein_coding	52	43	36	27	30	33
ENSG00000106333	7	PCOLCE	protein_coding	11317	10891	8479	25178	14413	11979
ENSG00000106330	7	MOSPD3	protein_coding	973	919	733	1060	1141	1020
ENSG00000106327	7	TFR2	protein_coding	523	540	394	115	195	177
ENSG00000077080	7	ACTL6B	protein_coding	1629	1652	1317	376	620	674
ENSG00000172354	7	GNB2	protein_coding	9287	9019	6531	8277	8866	8589
ENSG00000146830	7	GIGYF1	protein_coding	3884	3999	3410	2271	2926	2860
ENSG00000172336	7	POP7	protein_coding	1249	1128	1056	664	1037	922
ENSG00000130427	7	EPO	protein_coding	0	5	1	2	2	5
ENSG00000146839	7	ZAN	protein_coding	1	0	0	0	0	1
ENSG00000196411	7	EPHB4	protein_coding	915	921	761	2748	3155	2584
ENSG00000146828	7	SLC12A9	protein_coding	1701	1718	1269	1350	1734	1536
ENSG00000087077	7	TRIP6	protein_coding	58	56	58	129	105	148
ENSG00000087087	7	SRRT	protein_coding	5568	5644	5065	3295	4889	4906
ENSG00000176125	7	UFSP1	protein_coding	108	116	85	127	103	105
ENSG00000087085	7	ACHE	protein_coding	969	987	675	887	986	1141
ENSG00000169894	7	MUC3A	protein_coding	0	0	0	0	1	0
ENSG00000205277	7	MUC12	protein_coding	2	2	3	0	0	4
ENSG00000169876	7	MUC17	protein_coding	0	1	0	0	0	0
ENSG00000169871	7	TRIM56	protein_coding	17	22	8	924	756	543
ENSG00000106366	7	SERPINE1	protein_coding	64	45	37	220	90	85
ENSG00000106367	7	AP1S1	protein_coding	4656	4522	3784	5071	4151	3948
ENSG00000128564	7	VGF	protein_coding	36588	34735	21612	55797	21889	19909
ENSG00000167011	7	NAT16	protein_coding	505	484	375	535	471	345
ENSG00000106384	7	MOGAT3	protein_coding	0	0	0	0	0	0
ENSG00000106397	7	PLOD3	protein_coding	5205	4897	3669	7909	5378	4942
ENSG00000106400	7	ZNHIT1	protein_coding	2181	1982	1774	2491	2324	2334
ENSG00000106404	7	CLDN15	protein_coding	1096	1196	897	964	1215	1177
ENSG00000214253	7	FIS1	protein_coding	2609	2451	2207	2476	2483	2487
ENSG00000128581	7	IFT22	protein_coding	1171	1078	1069	1119	1265	1259
ENSG00000160963	7	COL26A1	protein_coding	139	151	111	483	504	577
ENSG00000106436	7	MYL10	protein_coding	0	0	0	0	0	0
ENSG00000257923	7	CUX1	protein_coding	5513	5287	4381	3301	4442	3968
ENSG00000160999	7	SH2B2	protein_coding	611	644	459	460	608	516
ENSG00000260097	7	SPDYE6	protein_coding	96	99	71	9	37	34
ENSG00000128563	7	PRKRIP1	protein_coding	1439	1409	1185	1569	1540	1471
ENSG00000160991	7	ORAI2	protein_coding	5743	5505	4573	5634	6403	5849
ENSG00000160993	7	ALKBH4	protein_coding	638	627	537	518	597	586
ENSG00000161036	7	LRWD1	protein_coding	2560	2466	1956	2134	2522	2337
ENSG00000005075	7	POLR2J	protein_coding	1832	1756	1482	1700	1798	1555
ENSG00000170667	7	RASA4B	protein_coding	42	54	22	24	21	16
ENSG00000272949	7	AC093668.2	protein_coding	0	0	2	0	0	0
ENSG00000168255	7	POLR2J3	protein_coding	105	103	88	72	83	96
ENSG00000284981	7	AC093668.3	protein_coding	0	0	1	1	1	1
ENSG00000270249	7	AC093668.1	protein_coding	0	0	0	0	0	0
ENSG00000205238	7	SPDYE2	protein_coding	141	136	91	29	59	80
ENSG00000285437	7	POLR2J3	protein_coding	102	104	67	17	43	35
ENSG00000105808	7	RASA4	protein_coding	160	151	115	94	85	80
ENSG00000205236	7	AC105052.1	protein_coding	0	1	1	0	2	0
ENSG00000267368	7	UPK3BL1	protein_coding	0	1	0	0	0	0
ENSG00000267645	7	AC105052.3	protein_coding	0	0	1	0	1	0
ENSG00000173678	7	SPDYE2B	protein_coding	11	12	8	0	8	4
ENSG00000228049	7	POLR2J2	protein_coding	52	42	49	9	26	21
ENSG00000222011	7	FAM185A	protein_coding	255	250	237	215	267	254
ENSG00000161040	7	FBXL13	protein_coding	36	45	41	43	48	49
ENSG00000128606	7	LRRC17	protein_coding	19	17	21	813	850	881
ENSG00000230257	7	NFE4	protein_coding	2	0	0	1	6	1
ENSG00000170632	7	ARMC10	protein_coding	1004	847	818	1080	1217	1156
ENSG00000161048	7	NAPEPLD	protein_coding	544	515	506	725	755	712
ENSG00000105819	7	PMPCB	protein_coding	2787	2550	2446	2110	2661	2370
ENSG00000105821	7	DNAJC2	protein_coding	1357	1225	1308	746	1093	1151
ENSG00000161057	7	PSMC2	protein_coding	2991	2704	2744	2878	3163	3138
ENSG00000170615	7	SLC26A5	protein_coding	14	22	21	10	32	33
ENSG00000189056	7	RELN	protein_coding	1572	1444	1223	2399	4772	4128
ENSG00000164815	7	ORC5	protein_coding	587	563	595	379	565	551
ENSG00000187416	7	LHFPL3	protein_coding	19	27	28	4	32	15
ENSG00000005483	7	KMT2E	protein_coding	2758	2643	2592	1955	3088	2965
ENSG00000135250	7	SRPK2	protein_coding	1764	1704	1706	1910	2390	2264
ENSG00000091127	7	PUS7	protein_coding	1324	1126	1091	504	1008	1011
ENSG00000135249	7	RINT1	protein_coding	779	748	682	526	661	685
ENSG00000185055	7	EFCAB10	protein_coding	38	39	31	34	63	42
ENSG00000146776	7	ATXN7L1	protein_coding	302	297	278	191	317	257
ENSG00000128536	7	CDHR3	protein_coding	206	202	201	222	263	251
ENSG00000008282	7	SYPL1	protein_coding	549	465	493	1629	1418	1379
ENSG00000105835	7	NAMPT	protein_coding	1167	996	1036	870	941	778
ENSG00000253276	7	CCDC71L	protein_coding	1234	1117	939	1119	1183	1095
ENSG00000105851	7	PIK3CG	protein_coding	0	0	0	0	0	1
ENSG00000005249	7	PRKAR2B	protein_coding	1569	1343	1322	1044	1317	1230
ENSG00000105856	7	HBP1	protein_coding	1155	1028	1039	1883	1857	1608
ENSG00000164597	7	COG5	protein_coding	1356	1304	1237	1472	2090	1904
ENSG00000172209	7	GPR22	protein_coding	381	361	349	525	670	806
ENSG00000105865	7	DUS4L	protein_coding	464	443	412	369	476	506
ENSG00000075790	7	BCAP29	protein_coding	1245	1149	1134	2000	2018	2138
ENSG00000091137	7	SLC26A4	protein_coding	4	1	6	12	13	5
ENSG00000105879	7	CBLL1	protein_coding	1320	1228	1260	904	1355	1180
ENSG00000091138	7	SLC26A3	protein_coding	1	2	4	0	3	0
ENSG00000091140	7	DLD	protein_coding	3232	2902	2814	2956	3340	3164
ENSG00000091136	7	LAMB1	protein_coding	13448	12837	11381	18813	18562	16425
ENSG00000091128	7	LAMB4	protein_coding	111	102	67	35	12	10
ENSG00000091129	7	NRCAM	protein_coding	24632	21911	19646	1938	3129	3282
ENSG00000135241	7	PNPLA8	protein_coding	1335	1172	1211	1257	1519	1510
ENSG00000177683	7	THAP5	protein_coding	1014	943	893	819	996	970
ENSG00000128590	7	DNAJB9	protein_coding	493	442	458	649	853	942
ENSG00000184903	7	IMMP2L	protein_coding	234	240	239	435	439	425
ENSG00000173114	7	LRRN3	protein_coding	2550	2053	2063	2065	1966	2444
ENSG00000128512	7	DOCK4	protein_coding	778	681	752	921	1077	898
ENSG00000198839	7	ZNF277	protein_coding	453	430	413	599	578	518
ENSG00000006652	7	IFRD1	protein_coding	1825	1644	1654	1192	1542	1446
ENSG00000181016	7	LSMEM1	protein_coding	56	70	56	88	79	106
ENSG00000146802	7	TMEM168	protein_coding	816	766	726	761	897	890
ENSG00000164603	7	BMT2	protein_coding	409	360	400	397	437	379
ENSG00000164604	7	GPR85	protein_coding	310	261	258	323	357	348
ENSG00000214194	7	SMIM30	protein_coding	753	620	717	961	765	795
ENSG00000154415	7	PPP1R3A	protein_coding	0	0	0	0	0	0
ENSG00000128573	7	FOXP2	protein_coding	0	0	0	0	0	0
ENSG00000135272	7	MDFIC	protein_coding	0	0	0	0	0	0
ENSG00000105967	7	TFEC	protein_coding	0	0	1	0	0	0
ENSG00000135269	7	TES	protein_coding	2033	2005	2170	1791	3017	2846
ENSG00000105971	7	CAV2	protein_coding	0	0	0	0	0	1
ENSG00000105974	7	CAV1	protein_coding	0	0	0	0	0	0
ENSG00000105976	7	MET	protein_coding	0	0	0	2	1	1
ENSG00000198898	7	CAPZA2	protein_coding	2023	1699	1867	1856	2112	2104
ENSG00000004866	7	ST7	protein_coding	816	816	750	625	752	743
ENSG00000105989	7	WNT2	protein_coding	0	0	0	0	2	0
ENSG00000154438	7	ASZ1	protein_coding	0	0	0	0	0	0
ENSG00000001626	7	CFTR	protein_coding	0	0	1	0	0	0
ENSG00000077063	7	CTTNBP2	protein_coding	0	0	0	0	0	0
ENSG00000128534	7	LSM8	protein_coding	1691	1556	1464	1303	1808	1720
ENSG00000106013	7	ANKRD7	protein_coding	52	45	61	49	64	60
ENSG00000184408	7	KCND2	protein_coding	0	0	0	0	0	0
ENSG00000106025	7	TSPAN12	protein_coding	323	308	292	185	359	405
ENSG00000071243	7	ING3	protein_coding	564	535	586	255	341	419
ENSG00000106034	7	CPED1	protein_coding	244	209	187	262	338	483
ENSG00000002745	7	WNT16	protein_coding	7	5	7	3	14	9
ENSG00000196937	7	FAM3C	protein_coding	558	563	532	1021	939	994
ENSG00000106278	7	PTPRZ1	protein_coding	0	0	0	0	0	0
ENSG00000008311	7	AASS	protein_coding	12	19	12	80	131	131
ENSG00000128610	7	FEZF1	protein_coding	0	0	0	0	0	0
ENSG00000081803	7	CADPS2	protein_coding	1	0	0	1	0	0
ENSG00000188050	7	RNF133	protein_coding	0	0	0	0	0	0
ENSG00000235631	7	RNF148	protein_coding	0	0	0	0	0	0
ENSG00000128519	7	TAS2R16	protein_coding	0	0	0	0	0	0
ENSG00000081800	7	SLC13A1	protein_coding	0	1	0	0	0	0
ENSG00000164675	7	IQUB	protein_coding	6	15	13	25	26	30
ENSG00000128609	7	NDUFA5	protein_coding	2214	1820	1833	1434	1708	1661
ENSG00000146809	7	ASB15	protein_coding	4	0	0	1	1	1
ENSG00000170807	7	LMOD2	protein_coding	0	2	1	1	2	0
ENSG00000106299	7	WASL	protein_coding	2122	1918	1861	1983	2554	2309
ENSG00000106302	7	HYAL4	protein_coding	3	3	1	0	0	2
ENSG00000106304	7	SPAM1	protein_coding	0	0	0	0	0	0
ENSG00000234224	7	TMEM229A	protein_coding	2409	2363	2305	720	1554	1808
ENSG00000230268	7	SSU72P8	protein_coding	0	1	1	0	0	0
ENSG00000170775	7	GPR37	protein_coding	157	131	134	868	878	680
ENSG00000275356	7	C7orf77	protein_coding	0	3	0	23	18	14
ENSG00000128513	7	POT1	protein_coding	768	709	725	753	848	778
ENSG00000179603	7	GRM8	protein_coding	40	56	68	78	172	146
ENSG00000048405	7	ZNF800	protein_coding	797	691	794	448	813	775
ENSG00000179562	7	GCC1	protein_coding	1262	1196	1108	1020	1359	1320
ENSG00000004059	7	ARF5	protein_coding	3462	3351	2944	4156	4119	4056
ENSG00000106328	7	FSCN3	protein_coding	1	4	1	6	13	15
ENSG00000106331	7	PAX4	protein_coding	0	0	0	1	0	0
ENSG00000197157	7	SND1	protein_coding	7914	7423	6628	7965	10051	8909
ENSG00000128594	7	LRRC4	protein_coding	244	213	242	20	36	38
ENSG00000174697	7	LEP	protein_coding	1	3	0	0	0	0
ENSG00000106344	7	RBM28	protein_coding	3566	3583	3251	1110	1977	1933
ENSG00000224940	7	PRRT4	protein_coding	11168	11458	8895	2590	5069	5071
ENSG00000106348	7	IMPDH1	protein_coding	3398	3432	2679	1767	2475	1974
ENSG00000135245	7	HILPDA	protein_coding	665	630	561	397	745	550
ENSG00000165055	7	METTL2B	protein_coding	1530	1444	1267	1121	1384	1296
ENSG00000205085	7	FAM71F2	protein_coding	30	24	21	92	90	65
ENSG00000135248	7	FAM71F1	protein_coding	0	0	1	2	3	2
ENSG00000128595	7	CALU	protein_coding	6981	6309	6260	17687	13750	12136
ENSG00000128617	7	OPN1SW	protein_coding	4	7	5	8	6	0
ENSG00000128596	7	CCDC136	protein_coding	2277	2402	2233	924	2162	1943
ENSG00000128591	7	FLNC	protein_coding	2519	2367	1718	3609	4054	3297
ENSG00000135253	7	KCP	protein_coding	3	5	3	16	29	24
ENSG00000128524	7	ATP6V1F	protein_coding	1227	1265	1122	1290	1327	1154
ENSG00000272899	7	ATP6V1FNB	protein_coding	58	51	59	110	147	136
ENSG00000128604	7	IRF5	protein_coding	97	100	77	236	194	172
ENSG00000064419	7	TNPO3	protein_coding	3151	2945	2949	2154	3404	3225
ENSG00000230626	7	AC011005.1	protein_coding	167	150	101	130	142	121
ENSG00000158457	7	TSPAN33	protein_coding	725	667	568	680	930	817
ENSG00000128602	7	SMO	protein_coding	1482	1438	1147	2837	2631	2267
ENSG00000158467	7	AHCYL2	protein_coding	733	725	624	1155	1177	1131
ENSG00000128578	7	STRIP2	protein_coding	299	273	228	181	308	335
ENSG00000240204	7	SMKR1	protein_coding	168	161	150	183	167	202
ENSG00000106459	7	NRF1	protein_coding	600	592	567	469	541	493
ENSG00000186591	7	UBE2H	protein_coding	4241	4074	3729	5895	5761	5203
ENSG00000091732	7	ZC3HC1	protein_coding	959	909	865	677	877	901
ENSG00000128607	7	KLHDC10	protein_coding	1672	1627	1556	1819	2267	2171
ENSG00000146842	7	TMEM209	protein_coding	827	733	753	849	957	1058
ENSG00000165120	7	SSMEM1	protein_coding	0	0	0	0	1	0
ENSG00000158516	7	CPA2	protein_coding	0	0	2	5	1	0
ENSG00000128510	7	CPA4	protein_coding	0	1	0	16	2	5
ENSG00000158525	7	CPA5	protein_coding	0	0	0	19	9	13
ENSG00000091704	7	CPA1	protein_coding	6	2	9	40	41	44
ENSG00000106477	7	CEP41	protein_coding	1203	1092	1105	1184	1469	1584
ENSG00000106484	7	MEST	protein_coding	21	10	12	3702	1222	1866
ENSG00000158623	7	COPG2	protein_coding	1593	1477	1420	1837	1859	1849
ENSG00000213265	7	TSGA13	protein_coding	0	0	0	0	1	0
ENSG00000266265	7	KLF14	protein_coding	0	0	0	1	2	4
ENSG00000128585	7	MKLN1	protein_coding	1765	1666	1629	1011	1758	1808
ENSG00000128567	7	PODXL	protein_coding	1506	1547	1301	516	1035	872
ENSG00000221866	7	PLXNA4	protein_coding	6461	5234	4190	1317	1430	974
ENSG00000106554	7	CHCHD3	protein_coding	3249	2929	2953	1695	2153	1964
ENSG00000131558	7	EXOC4	protein_coding	3082	2926	2601	2329	3122	3026
ENSG00000155530	7	LRGUK	protein_coding	179	203	159	104	191	209
ENSG00000205060	7	SLC35B4	protein_coding	3215	2953	2984	2281	3128	3110
ENSG00000085662	7	AKR1B1	protein_coding	6503	5911	5317	2967	4824	4474
ENSG00000198074	7	AKR1B10	protein_coding	0	0	0	0	0	0
ENSG00000227471	7	AKR1B15	protein_coding	0	1	0	0	0	0
ENSG00000172331	7	BPGM	protein_coding	746	699	771	776	928	899
ENSG00000122786	7	CALD1	protein_coding	4627	4266	4065	5143	6189	5488
ENSG00000146856	7	AGBL3	protein_coding	115	96	104	45	68	65
ENSG00000122783	7	CYREN	protein_coding	972	948	830	624	800	817
ENSG00000146859	7	TMEM140	protein_coding	379	377	352	305	539	442
ENSG00000105875	7	WDR91	protein_coding	457	451	350	440	551	531
ENSG00000146857	7	STRA8	protein_coding	0	0	1	0	0	1
ENSG00000080802	7	CNOT4	protein_coding	626	632	590	579	745	749
ENSG00000155561	7	NUP205	protein_coding	5758	5555	5286	2082	3982	3624
ENSG00000243317	7	STMP1	protein_coding	1584	1490	1466	2619	2431	2393
ENSG00000164707	7	SLC13A4	protein_coding	366	403	291	713	903	847
ENSG00000189320	7	FAM180A	protein_coding	6	6	2	3	10	7
ENSG00000105887	7	MTPN	protein_coding	10333	9271	9466	10240	12493	11799
ENSG00000267697	7	LUZP6	protein_coding	0	0	0	0	0	0
ENSG00000181072	7	CHRM2	protein_coding	69	59	58	2503	2062	1782
ENSG00000105894	7	PTN	protein_coding	2255	1904	1799	7270	4445	3877
ENSG00000157680	7	DGKI	protein_coding	576	513	549	287	530	585
ENSG00000182158	7	CREB3L2	protein_coding	1086	1086	1005	1952	3157	2950
ENSG00000122787	7	AKR1D1	protein_coding	0	0	0	0	0	0
ENSG00000122779	7	TRIM24	protein_coding	2388	2078	2161	1555	2603	2459
ENSG00000157703	7	SVOPL	protein_coding	5	12	5	29	21	20
ENSG00000105929	7	ATP6V0A4	protein_coding	0	1	0	4	1	1
ENSG00000214128	7	TMEM213	protein_coding	1	0	0	0	0	1
ENSG00000122778	7	KIAA1549	protein_coding	4669	4630	4218	2652	4588	4130
ENSG00000146858	7	ZC3HAV1L	protein_coding	624	562	535	183	473	485
ENSG00000105939	7	ZC3HAV1	protein_coding	1328	1242	1178	1406	1777	1676
ENSG00000105948	7	TTC26	protein_coding	385	366	371	381	457	474
ENSG00000157741	7	UBN2	protein_coding	1661	1599	1515	987	1762	1784
ENSG00000164898	7	FMC1	protein_coding	51	53	54	91	75	74
ENSG00000146963	7	LUC7L2	protein_coding	1451	1297	1076	887	1092	981
ENSG00000269955	7	FMC1-LUC7L2	protein_coding	0	2	0	0	0	1
ENSG00000188883	7	KLRG2	protein_coding	9	8	6	12	34	37
ENSG00000236279	7	CLEC2L	protein_coding	1	2	5	5	7	13
ENSG00000064393	7	HIPK2	protein_coding	3916	3725	3289	2447	3732	3225
ENSG00000059377	7	TBXAS1	protein_coding	69	97	86	72	110	87
ENSG00000059378	7	PARP12	protein_coding	0	0	0	0	0	1
ENSG00000006459	7	KDM7A	protein_coding	831	771	858	594	1055	909
ENSG00000157800	7	SLC37A3	protein_coding	1609	1554	1443	2539	2305	2400
ENSG00000146955	7	RAB19	protein_coding	0	1	0	1	0	2
ENSG00000133606	7	MKRN1	protein_coding	2979	3008	2760	3504	3526	3286
ENSG00000146966	7	DENND2A	protein_coding	729	717	627	1128	1163	1206
ENSG00000133597	7	ADCK2	protein_coding	509	462	403	651	721	768
ENSG00000090266	7	NDUFB2	protein_coding	1635	1356	1416	1463	1630	1765
ENSG00000157764	7	BRAF	protein_coding	1073	1033	1014	792	1070	1054
ENSG00000090263	7	MRPS33	protein_coding	1009	974	891	1200	1171	1241
ENSG00000261115	7	TMEM178B	protein_coding	1865	1713	1618	75	129	108
ENSG00000006530	7	AGK	protein_coding	1235	1093	1138	1052	1224	1235
ENSG00000257093	7	KIAA1147	protein_coding	1376	1284	1192	663	1194	1116
ENSG00000214102	7	WEE2	protein_coding	7	9	0	10	10	12
ENSG00000106028	7	SSBP1	protein_coding	3203	2972	2955	2283	3092	3082
ENSG00000127362	7	TAS2R3	protein_coding	9	5	8	4	4	9
ENSG00000127364	7	TAS2R4	protein_coding	25	27	22	22	38	29
ENSG00000127366	7	TAS2R5	protein_coding	18	22	22	29	26	27
ENSG00000165076	7	PRSS37	protein_coding	0	0	0	0	1	1
ENSG00000257335	7	MGAM	protein_coding	0	0	0	0	0	2
ENSG00000258083	7	OR9A4	protein_coding	0	0	0	0	0	0
ENSG00000258227	7	CLEC5A	protein_coding	0	0	0	0	0	0
ENSG00000257138	7	TAS2R38	protein_coding	0	1	0	1	1	0
ENSG00000257743	7	MGAM2	protein_coding	0	0	0	0	0	1
ENSG00000258223	7	PRSS58	protein_coding	0	0	0	0	0	0
ENSG00000270672	7	MTRNR2L6	protein_coding	1	3	0	3	1	1
ENSG00000204983	7	PRSS1	protein_coding	0	0	0	0	0	0
ENSG00000275896	7	PRSS2	protein_coding	0	0	0	0	0	0
ENSG00000106123	7	EPHB6	protein_coding	5	2	0	11	14	9
